admin_id,commodity,grown
BLZ.5_1,Rice ,1
BLZ.5_1,"Roots, Other",0
BLZ.5_1,Rye ,0
BLZ.5_1,Sesame seed,0
BLZ.5_1,Sorghum ,1
BLZ.5_1,Soyabeans,1
BLZ.5_1,"Spices, Other",0
BLZ.5_1,Sugar beet,0
BLZ.5_1,Sugar cane,0
BLZ.5_1,Sunflower seed,0
BLZ.5_1,Sweet potatoes,0
BLZ.5_1,Tea,0
BLZ.5_1,Tomatoes ,1
BLZ.5_1,"Vegetables, other",1
BLZ.5_1,Wheat ,0
BLZ.5_1,Yams,0
BLZ.6_1,Apples ,0
BLZ.6_1,Bananas,1
BLZ.6_1,Barley ,0
BLZ.6_1,Beans,1
BLZ.6_1,Bovine Meat,1
BLZ.6_1,Cassava ,1
BLZ.6_1,"Cereals, Other",0
BLZ.6_1,"Citrus, Other",0
BLZ.6_1,Cloves,0
BLZ.6_1,Cocoa Beans ,0
BLZ.6_1,Coconuts,1
BLZ.6_1,Coffee ,0
BLZ.6_1,Dates,0
BLZ.6_1,"Fruits, other",1
BLZ.6_1,Grapefruit ,1
BLZ.6_1,Grapes,0
BLZ.6_1,Groundnuts,0
BLZ.6_1,"Lemons, Limes ",0
BLZ.6_1,Maize ,1
BLZ.6_1,Millet ,0
BLZ.6_1,Mutton & Goat Meat,0
BLZ.6_1,Nuts ,0
BLZ.6_1,Oats,0
BLZ.6_1,"Oilcrops, Other",0
BLZ.6_1,Olives,0
BLZ.6_1,Onions,0
BLZ.6_1,"Oranges, Mandarines",1
BLZ.6_1,Palm Oil,0
BLZ.6_1,Peas,0
BLZ.6_1,Pepper,0
BLZ.6_1,Pigmeat,1
BLZ.6_1,Pimento,0
BLZ.6_1,Pineapples ,1
BLZ.6_1,Plantains,1
BLZ.6_1,Potatoes ,1
BLZ.6_1,Poultry Meat,1
BLZ.6_1,"Pulses, Other ",0
BLZ.6_1,Rape and Mustardseed,0
BLZ.6_1,Rice ,1
BLZ.6_1,"Roots, Other",0
BLZ.6_1,Rye ,0
BLZ.6_1,Sesame seed,0
BLZ.6_1,Sorghum ,0
BLZ.6_1,Soyabeans,1
BLZ.6_1,"Spices, Other",0
BLZ.6_1,Sugar beet,0
BLZ.6_1,Sugar cane,1
BLZ.6_1,Sunflower seed,0
BLZ.6_1,Sweet potatoes,0
BLZ.6_1,Tea,0
BLZ.6_1,Tomatoes ,1
BLZ.6_1,"Vegetables, other",1
BLZ.6_1,Wheat ,0
BLZ.6_1,Yams,0
BOL.1_1,Apples ,1
BOL.1_1,Bananas,1
BOL.1_1,Barley ,1
BOL.1_1,Beans,1
BOL.1_1,Bovine Meat,1
BOL.1_1,Cassava ,1
BOL.1_1,"Cereals, Other",1
BOL.1_1,"Citrus, Other",0
BOL.1_1,Cloves,0
BOL.1_1,Cocoa Beans ,1
BOL.1_1,Coconuts,0
BOL.1_1,Coffee ,1
BOL.1_1,Dates,0
BOL.1_1,"Fruits, other",1
BOL.1_1,Grapefruit ,1
BOL.1_1,Grapes,1
BOL.1_1,Groundnuts,1
BOL.1_1,"Lemons, Limes ",1
BOL.1_1,Maize ,1
BOL.1_1,Millet ,0
BOL.1_1,Mutton & Goat Meat,1
BOL.1_1,Nuts ,1
BOL.1_1,Oats,1
BOL.1_1,"Oilcrops, Other",0
BOL.1_1,Olives,0
BOL.1_1,Onions,1
BOL.1_1,"Oranges, Mandarines",1
BOL.1_1,Palm Oil,0
BOL.1_1,Peas,1
BOL.1_1,Pepper,0
BOL.1_1,Pigmeat,1
BOL.1_1,Pimento,0
BOL.1_1,Pineapples ,1
BOL.1_1,Plantains,1
BOL.1_1,Potatoes ,1
BOL.1_1,Poultry Meat,1
BOL.1_1,"Pulses, Other ",1
BOL.1_1,Rape and Mustardseed,0
BOL.1_1,Rice ,1
BOL.1_1,"Roots, Other",1
BOL.1_1,Rye ,0
BOL.1_1,Sesame seed,0
BOL.1_1,Sorghum ,1
BOL.1_1,Soyabeans,1
BOL.1_1,"Spices, Other",0
BOL.1_1,Sugar beet,0
BOL.1_1,Sugar cane,1
BOL.1_1,Sunflower seed,1
BOL.1_1,Sweet potatoes,1
BOL.1_1,Tea,1
BOL.1_1,Tomatoes ,1
BOL.1_1,"Vegetables, other",1
BOL.1_1,Wheat ,1
BOL.1_1,Yams,0
BOL.2_1,Apples ,1
BOL.2_1,Bananas,1
BOL.2_1,Barley ,1
BOL.2_1,Beans,1
BOL.2_1,Bovine Meat,1
BOL.2_1,Cassava ,1
BOL.2_1,"Cereals, Other",1
BOL.2_1,"Citrus, Other",0
BOL.2_1,Cloves,0
BOL.2_1,Cocoa Beans ,1
BOL.2_1,Coconuts,0
BOL.2_1,Coffee ,1
BOL.2_1,Dates,0
BOL.2_1,"Fruits, other",1
BOL.2_1,Grapefruit ,1
BOL.2_1,Grapes,1
BOL.2_1,Groundnuts,1
BOL.2_1,"Lemons, Limes ",1
BOL.2_1,Maize ,1
BOL.2_1,Millet ,0
BOL.2_1,Mutton & Goat Meat,1
BOL.2_1,Nuts ,1
BOL.2_1,Oats,1
BOL.2_1,"Oilcrops, Other",0
BOL.2_1,Olives,0
BOL.2_1,Onions,1
BOL.2_1,"Oranges, Mandarines",1
BOL.2_1,Palm Oil,0
BOL.2_1,Peas,1
BOL.2_1,Pepper,0
BOL.2_1,Pigmeat,1
BOL.2_1,Pimento,0
BOL.2_1,Pineapples ,1
BOL.2_1,Plantains,1
BOL.2_1,Potatoes ,1
BOL.2_1,Poultry Meat,1
BOL.2_1,"Pulses, Other ",1
BOL.2_1,Rape and Mustardseed,0
BOL.2_1,Rice ,1
BOL.2_1,"Roots, Other",1
BOL.2_1,Rye ,0
BOL.2_1,Sesame seed,0
BOL.2_1,Sorghum ,1
BOL.2_1,Soyabeans,1
BOL.2_1,"Spices, Other",0
BOL.2_1,Sugar beet,0
BOL.2_1,Sugar cane,1
BOL.2_1,Sunflower seed,1
BOL.2_1,Sweet potatoes,1
BOL.2_1,Tea,1
BOL.2_1,Tomatoes ,1
BOL.2_1,"Vegetables, other",1
BOL.2_1,Wheat ,1
BOL.2_1,Yams,0
BOL.3_1,Apples ,1
BOL.3_1,Bananas,1
BOL.3_1,Barley ,1
BOL.3_1,Beans,1
BOL.3_1,Bovine Meat,1
BOL.3_1,Cassava ,1
BOL.3_1,"Cereals, Other",1
BOL.3_1,"Citrus, Other",0
BOL.3_1,Cloves,0
BOL.3_1,Cocoa Beans ,1
BOL.3_1,Coconuts,0
BOL.3_1,Coffee ,1
BOL.3_1,Dates,0
BOL.3_1,"Fruits, other",1
BOL.3_1,Grapefruit ,1
BOL.3_1,Grapes,1
BOL.3_1,Groundnuts,1
BOL.3_1,"Lemons, Limes ",1
BOL.3_1,Maize ,1
BOL.3_1,Millet ,0
BOL.3_1,Mutton & Goat Meat,1
BOL.3_1,Nuts ,1
BOL.3_1,Oats,1
BOL.3_1,"Oilcrops, Other",0
BOL.3_1,Olives,0
BOL.3_1,Onions,1
BOL.3_1,"Oranges, Mandarines",1
BOL.3_1,Palm Oil,0
BOL.3_1,Peas,1
BOL.3_1,Pepper,0
BOL.3_1,Pigmeat,1
BOL.3_1,Pimento,0
BOL.3_1,Pineapples ,1
BOL.3_1,Plantains,1
BOL.3_1,Potatoes ,1
BOL.3_1,Poultry Meat,1
BOL.3_1,"Pulses, Other ",1
BOL.3_1,Rape and Mustardseed,0
BOL.3_1,Rice ,1
BOL.3_1,"Roots, Other",1
BOL.3_1,Rye ,0
BOL.3_1,Sesame seed,1
BOL.3_1,Sorghum ,1
BOL.3_1,Soyabeans,1
BOL.3_1,"Spices, Other",0
BOL.3_1,Sugar beet,0
BOL.3_1,Sugar cane,1
BOL.3_1,Sunflower seed,1
BOL.3_1,Sweet potatoes,1
BOL.3_1,Tea,1
BOL.3_1,Tomatoes ,1
BOL.3_1,"Vegetables, other",1
BOL.3_1,Wheat ,1
BOL.3_1,Yams,0
BOL.4_1,Apples ,1
BOL.4_1,Bananas,1
BOL.4_1,Barley ,1
BOL.4_1,Beans,1
BOL.4_1,Bovine Meat,1
BOL.4_1,Cassava ,1
BOL.4_1,"Cereals, Other",1
BOL.4_1,"Citrus, Other",0
BOL.4_1,Cloves,0
BOL.4_1,Cocoa Beans ,1
BOL.4_1,Coconuts,0
BOL.4_1,Coffee ,1
BOL.4_1,Dates,0
BOL.4_1,"Fruits, other",1
BOL.4_1,Grapefruit ,1
BOL.4_1,Grapes,1
BOL.4_1,Groundnuts,1
BOL.4_1,"Lemons, Limes ",1
BOL.4_1,Maize ,1
BOL.4_1,Millet ,0
BOL.4_1,Mutton & Goat Meat,1
BOL.4_1,Nuts ,1
BOL.4_1,Oats,1
BOL.4_1,"Oilcrops, Other",0
BOL.4_1,Olives,0
BOL.4_1,Onions,1
BOL.4_1,"Oranges, Mandarines",1
BOL.4_1,Palm Oil,0
BOL.4_1,Peas,1
BOL.4_1,Pepper,0
BOL.4_1,Pigmeat,1
BOL.4_1,Pimento,0
BOL.4_1,Pineapples ,1
BOL.4_1,Plantains,1
BOL.4_1,Potatoes ,1
BOL.4_1,Poultry Meat,1
BOL.4_1,"Pulses, Other ",1
BOL.4_1,Rape and Mustardseed,0
BOL.4_1,Rice ,1
BOL.4_1,"Roots, Other",1
BOL.4_1,Rye ,0
BOL.4_1,Sesame seed,0
BOL.4_1,Sorghum ,1
BOL.4_1,Soyabeans,1
BOL.4_1,"Spices, Other",0
BOL.4_1,Sugar beet,0
BOL.4_1,Sugar cane,1
BOL.4_1,Sunflower seed,1
BOL.4_1,Sweet potatoes,1
BOL.4_1,Tea,1
BOL.4_1,Tomatoes ,1
BOL.4_1,"Vegetables, other",1
BOL.4_1,Wheat ,1
BOL.4_1,Yams,0
BOL.5_1,Apples ,1
BOL.5_1,Bananas,1
BOL.5_1,Barley ,1
BOL.5_1,Beans,1
BOL.5_1,Bovine Meat,1
BOL.5_1,Cassava ,1
BOL.5_1,"Cereals, Other",1
BOL.5_1,"Citrus, Other",0
BOL.5_1,Cloves,0
BOL.5_1,Cocoa Beans ,1
BOL.5_1,Coconuts,0
BOL.5_1,Coffee ,1
BOL.5_1,Dates,0
BOL.5_1,"Fruits, other",1
BOL.5_1,Grapefruit ,1
BOL.5_1,Grapes,1
BOL.5_1,Groundnuts,1
BOL.5_1,"Lemons, Limes ",1
BOL.5_1,Maize ,1
BOL.5_1,Millet ,0
BOL.5_1,Mutton & Goat Meat,1
BOL.5_1,Nuts ,1
BOL.5_1,Oats,1
BOL.5_1,"Oilcrops, Other",0
BOL.5_1,Olives,0
BOL.5_1,Onions,1
BOL.5_1,"Oranges, Mandarines",1
BOL.5_1,Palm Oil,0
BOL.5_1,Peas,1
BOL.5_1,Pepper,0
BOL.5_1,Pigmeat,1
BOL.5_1,Pimento,0
BOL.5_1,Pineapples ,1
BOL.5_1,Plantains,1
BOL.5_1,Potatoes ,1
BOL.5_1,Poultry Meat,1
BOL.5_1,"Pulses, Other ",1
BOL.5_1,Rape and Mustardseed,0
BOL.5_1,Rice ,1
BOL.5_1,"Roots, Other",1
BOL.5_1,Rye ,0
BOL.5_1,Sesame seed,0
BOL.5_1,Sorghum ,0
BOL.5_1,Soyabeans,0
BOL.5_1,"Spices, Other",0
BOL.5_1,Sugar beet,0
BOL.5_1,Sugar cane,1
BOL.5_1,Sunflower seed,1
BOL.5_1,Sweet potatoes,1
BOL.5_1,Tea,1
BOL.5_1,Tomatoes ,1
BOL.5_1,"Vegetables, other",1
BOL.5_1,Wheat ,1
BOL.5_1,Yams,0
BOL.6_1,Apples ,1
BOL.6_1,Bananas,1
BOL.6_1,Barley ,1
BOL.6_1,Beans,1
BOL.6_1,Bovine Meat,1
BOL.6_1,Cassava ,1
BOL.6_1,"Cereals, Other",1
BOL.6_1,"Citrus, Other",0
BOL.6_1,Cloves,0
BOL.6_1,Cocoa Beans ,1
BOL.6_1,Coconuts,0
BOL.6_1,Coffee ,1
BOL.6_1,Dates,0
BOL.6_1,"Fruits, other",1
BOL.6_1,Grapefruit ,1
BOL.6_1,Grapes,1
BOL.6_1,Groundnuts,1
BOL.6_1,"Lemons, Limes ",1
BOL.6_1,Maize ,1
BOL.6_1,Millet ,0
BOL.6_1,Mutton & Goat Meat,1
BOL.6_1,Nuts ,1
BOL.6_1,Oats,1
BOL.6_1,"Oilcrops, Other",0
BOL.6_1,Olives,0
BOL.6_1,Onions,1
BOL.6_1,"Oranges, Mandarines",1
BOL.6_1,Palm Oil,0
BOL.6_1,Peas,1
BOL.6_1,Pepper,0
BOL.6_1,Pigmeat,1
BOL.6_1,Pimento,0
BOL.6_1,Pineapples ,1
BOL.6_1,Plantains,1
BOL.6_1,Potatoes ,1
BOL.6_1,Poultry Meat,1
BOL.6_1,"Pulses, Other ",1
BOL.6_1,Rape and Mustardseed,0
BOL.6_1,Rice ,1
BOL.6_1,"Roots, Other",1
BOL.6_1,Rye ,0
BOL.6_1,Sesame seed,1
BOL.6_1,Sorghum ,1
BOL.6_1,Soyabeans,1
BOL.6_1,"Spices, Other",0
BOL.6_1,Sugar beet,0
BOL.6_1,Sugar cane,1
BOL.6_1,Sunflower seed,1
BOL.6_1,Sweet potatoes,1
BOL.6_1,Tea,1
BOL.6_1,Tomatoes ,1
BOL.6_1,"Vegetables, other",1
BOL.6_1,Wheat ,1
BOL.6_1,Yams,0
BOL.7_1,Apples ,1
BOL.7_1,Bananas,1
BOL.7_1,Barley ,1
BOL.7_1,Beans,1
BOL.7_1,Bovine Meat,1
BOL.7_1,Cassava ,1
BOL.7_1,"Cereals, Other",1
BOL.7_1,"Citrus, Other",0
BOL.7_1,Cloves,0
BOL.7_1,Cocoa Beans ,1
BOL.7_1,Coconuts,0
BOL.7_1,Coffee ,1
BOL.7_1,Dates,0
BOL.7_1,"Fruits, other",1
BOL.7_1,Grapefruit ,1
BOL.7_1,Grapes,1
BOL.7_1,Groundnuts,1
BOL.7_1,"Lemons, Limes ",1
BOL.7_1,Maize ,1
BOL.7_1,Millet ,0
BOL.7_1,Mutton & Goat Meat,1
BOL.7_1,Nuts ,1
BOL.7_1,Oats,1
BOL.7_1,"Oilcrops, Other",1
BOL.7_1,Olives,0
BOL.7_1,Onions,1
BOL.7_1,"Oranges, Mandarines",1
BOL.7_1,Palm Oil,0
BOL.7_1,Peas,1
BOL.7_1,Pepper,0
BOL.7_1,Pigmeat,1
BOL.7_1,Pimento,0
BOL.7_1,Pineapples ,1
BOL.7_1,Plantains,1
BOL.7_1,Potatoes ,1
BOL.7_1,Poultry Meat,1
BOL.7_1,"Pulses, Other ",1
BOL.7_1,Rape and Mustardseed,0
BOL.7_1,Rice ,1
BOL.7_1,"Roots, Other",1
BOL.7_1,Rye ,1
BOL.7_1,Sesame seed,0
BOL.7_1,Sorghum ,1
BOL.7_1,Soyabeans,1
BOL.7_1,"Spices, Other",1
BOL.7_1,Sugar beet,0
BOL.7_1,Sugar cane,1
BOL.7_1,Sunflower seed,1
BOL.7_1,Sweet potatoes,1
BOL.7_1,Tea,1
BOL.7_1,Tomatoes ,1
BOL.7_1,"Vegetables, other",1
BOL.7_1,Wheat ,1
BOL.7_1,Yams,0
BOL.8_1,Apples ,1
BOL.8_1,Bananas,1
BOL.8_1,Barley ,1
BOL.8_1,Beans,1
BOL.8_1,Bovine Meat,1
BOL.8_1,Cassava ,1
BOL.8_1,"Cereals, Other",1
BOL.8_1,"Citrus, Other",0
BOL.8_1,Cloves,0
BOL.8_1,Cocoa Beans ,1
BOL.8_1,Coconuts,0
BOL.8_1,Coffee ,1
BOL.8_1,Dates,0
BOL.8_1,"Fruits, other",1
BOL.8_1,Grapefruit ,1
BOL.8_1,Grapes,1
BOL.8_1,Groundnuts,1
BOL.8_1,"Lemons, Limes ",1
BOL.8_1,Maize ,1
BOL.8_1,Millet ,0
BOL.8_1,Mutton & Goat Meat,1
BOL.8_1,Nuts ,1
BOL.8_1,Oats,1
BOL.8_1,"Oilcrops, Other",0
BOL.8_1,Olives,0
BOL.8_1,Onions,1
BOL.8_1,"Oranges, Mandarines",1
BOL.8_1,Palm Oil,0
BOL.8_1,Peas,1
BOL.8_1,Pepper,0
BOL.8_1,Pigmeat,1
BOL.8_1,Pimento,0
BOL.8_1,Pineapples ,1
BOL.8_1,Plantains,1
BOL.8_1,Potatoes ,1
BOL.8_1,Poultry Meat,1
BOL.8_1,"Pulses, Other ",1
BOL.8_1,Rape and Mustardseed,0
BOL.8_1,Rice ,1
BOL.8_1,"Roots, Other",1
BOL.8_1,Rye ,0
BOL.8_1,Sesame seed,1
BOL.8_1,Sorghum ,1
BOL.8_1,Soyabeans,1
BOL.8_1,"Spices, Other",0
BOL.8_1,Sugar beet,0
BOL.8_1,Sugar cane,1
BOL.8_1,Sunflower seed,1
BOL.8_1,Sweet potatoes,1
BOL.8_1,Tea,1
BOL.8_1,Tomatoes ,1
BOL.8_1,"Vegetables, other",1
BOL.8_1,Wheat ,1
BOL.8_1,Yams,0
BOL.9_1,Apples ,1
BOL.9_1,Bananas,1
BOL.9_1,Barley ,1
BOL.9_1,Beans,1
BOL.9_1,Bovine Meat,1
BOL.9_1,Cassava ,1
BOL.9_1,"Cereals, Other",1
BOL.9_1,"Citrus, Other",0
BOL.9_1,Cloves,0
BOL.9_1,Cocoa Beans ,1
BOL.9_1,Coconuts,0
BOL.9_1,Coffee ,1
BOL.9_1,Dates,0
BOL.9_1,"Fruits, other",1
BOL.9_1,Grapefruit ,1
BOL.9_1,Grapes,1
BOL.9_1,Groundnuts,1
BOL.9_1,"Lemons, Limes ",1
BOL.9_1,Maize ,1
BOL.9_1,Millet ,0
BOL.9_1,Mutton & Goat Meat,1
BOL.9_1,Nuts ,1
BOL.9_1,Oats,1
BOL.9_1,"Oilcrops, Other",1
BOL.9_1,Olives,0
BOL.9_1,Onions,1
BOL.9_1,"Oranges, Mandarines",1
BOL.9_1,Palm Oil,0
BOL.9_1,Peas,1
BOL.9_1,Pepper,0
BOL.9_1,Pigmeat,1
BOL.9_1,Pimento,0
BOL.9_1,Pineapples ,1
BOL.9_1,Plantains,1
BOL.9_1,Potatoes ,1
BOL.9_1,Poultry Meat,1
BOL.9_1,"Pulses, Other ",1
BOL.9_1,Rape and Mustardseed,0
BOL.9_1,Rice ,1
BOL.9_1,"Roots, Other",1
BOL.9_1,Rye ,0
BOL.9_1,Sesame seed,0
BOL.9_1,Sorghum ,1
BOL.9_1,Soyabeans,1
BOL.9_1,"Spices, Other",1
BOL.9_1,Sugar beet,0
BOL.9_1,Sugar cane,1
BOL.9_1,Sunflower seed,1
BOL.9_1,Sweet potatoes,1
BOL.9_1,Tea,1
BOL.9_1,Tomatoes ,1
BOL.9_1,"Vegetables, other",1
BOL.9_1,Wheat ,1
BOL.9_1,Yams,0
BRA.1_1,Apples ,1
BRA.1_1,Bananas,1
BRA.1_1,Barley ,1
BRA.1_1,Beans,1
BRA.1_1,Bovine Meat,1
BRA.1_1,Cassava ,1
BRA.1_1,"Cereals, Other",1
BRA.1_1,"Citrus, Other",0
BRA.1_1,Cloves,0
BRA.1_1,Cocoa Beans ,1
BRA.1_1,Coconuts,1
BRA.1_1,Coffee ,1
BRA.1_1,Dates,0
BRA.1_1,"Fruits, other",1
BRA.1_1,Grapefruit ,1
BRA.1_1,Grapes,1
BRA.1_1,Groundnuts,1
BRA.1_1,"Lemons, Limes ",1
BRA.1_1,Maize ,1
BRA.1_1,Millet ,0
BRA.1_1,Mutton & Goat Meat,1
BRA.1_1,Nuts ,1
BRA.1_1,Oats,1
BRA.1_1,"Oilcrops, Other",1
BRA.1_1,Olives,1
BRA.1_1,Onions,1
BRA.1_1,"Oranges, Mandarines",1
BRA.1_1,Palm Oil,1
BRA.1_1,Peas,1
BRA.1_1,Pepper,1
BRA.1_1,Pigmeat,1
BRA.1_1,Pimento,0
BRA.1_1,Pineapples ,1
BRA.1_1,Plantains,1
BRA.1_1,Potatoes ,1
BRA.1_1,Poultry Meat,1
BRA.1_1,"Pulses, Other ",1
BRA.1_1,Rape and Mustardseed,1
BRA.1_1,Rice ,1
BRA.1_1,"Roots, Other",1
BRA.1_1,Rye ,1
BRA.1_1,Sesame seed,1
BRA.1_1,Sorghum ,1
BRA.1_1,Soyabeans,1
BRA.1_1,"Spices, Other",0
BRA.1_1,Sugar beet,0
BRA.1_1,Sugar cane,1
BRA.1_1,Sunflower seed,1
BRA.1_1,Sweet potatoes,1
BRA.1_1,Tea,1
BRA.1_1,Tomatoes ,1
BRA.1_1,"Vegetables, other",1
BRA.1_1,Wheat ,1
BRA.1_1,Yams,1
BRA.10_1,Apples ,0
BRA.10_1,Bananas,1
BRA.10_1,Barley ,0
BRA.10_1,Beans,1
BRA.10_1,Bovine Meat,1
BRA.10_1,Cassava ,1
BRA.10_1,"Cereals, Other",1
BRA.10_1,"Citrus, Other",0
BRA.10_1,Cloves,0
BRA.10_1,Cocoa Beans ,0
BRA.10_1,Coconuts,1
BRA.10_1,Coffee ,1
BRA.10_1,Dates,0
BRA.10_1,"Fruits, other",1
BRA.10_1,Grapefruit ,1
BRA.10_1,Grapes,0
BRA.10_1,Groundnuts,1
BRA.10_1,"Lemons, Limes ",1
BRA.10_1,Maize ,1
BRA.10_1,Millet ,0
BRA.10_1,Mutton & Goat Meat,1
BRA.10_1,Nuts ,1
BRA.10_1,Oats,0
BRA.10_1,"Oilcrops, Other",1
BRA.10_1,Olives,1
BRA.10_1,Onions,0
BRA.10_1,"Oranges, Mandarines",1
BRA.10_1,Palm Oil,0
BRA.10_1,Peas,0
BRA.10_1,Pepper,1
BRA.10_1,Pigmeat,1
BRA.10_1,Pimento,0
BRA.10_1,Pineapples ,1
BRA.10_1,Plantains,0
BRA.10_1,Potatoes ,0
BRA.10_1,Poultry Meat,1
BRA.10_1,"Pulses, Other ",1
BRA.10_1,Rape and Mustardseed,1
BRA.10_1,Rice ,1
BRA.10_1,"Roots, Other",0
BRA.10_1,Rye ,0
BRA.10_1,Sesame seed,1
BRA.10_1,Sorghum ,1
BRA.10_1,Soyabeans,1
BRA.10_1,"Spices, Other",0
BRA.10_1,Sugar beet,0
BRA.10_1,Sugar cane,1
BRA.10_1,Sunflower seed,1
BRA.10_1,Sweet potatoes,1
BRA.10_1,Tea,0
BRA.10_1,Tomatoes ,1
BRA.10_1,"Vegetables, other",1
BRA.10_1,Wheat ,0
BRA.10_1,Yams,1
BRA.11_1,Apples ,1
BRA.11_1,Bananas,1
BRA.11_1,Barley ,1
BRA.11_1,Beans,1
BRA.11_1,Bovine Meat,1
BRA.11_1,Cassava ,1
BRA.11_1,"Cereals, Other",1
BRA.11_1,"Citrus, Other",0
BRA.11_1,Cloves,0
BRA.11_1,Cocoa Beans ,1
BRA.11_1,Coconuts,1
BRA.11_1,Coffee ,1
BRA.11_1,Dates,0
BRA.11_1,"Fruits, other",1
BRA.11_1,Grapefruit ,1
BRA.11_1,Grapes,1
BRA.11_1,Groundnuts,1
BRA.11_1,"Lemons, Limes ",1
BRA.11_1,Maize ,1
BRA.11_1,Millet ,0
BRA.11_1,Mutton & Goat Meat,1
BRA.11_1,Nuts ,1
BRA.11_1,Oats,1
BRA.11_1,"Oilcrops, Other",1
BRA.11_1,Olives,1
BRA.11_1,Onions,1
BRA.11_1,"Oranges, Mandarines",1
BRA.11_1,Palm Oil,1
BRA.11_1,Peas,1
BRA.11_1,Pepper,0
BRA.11_1,Pigmeat,1
BRA.11_1,Pimento,0
BRA.11_1,Pineapples ,1
BRA.11_1,Plantains,0
BRA.11_1,Potatoes ,1
BRA.11_1,Poultry Meat,1
BRA.11_1,"Pulses, Other ",1
BRA.11_1,Rape and Mustardseed,1
BRA.11_1,Rice ,1
BRA.11_1,"Roots, Other",0
BRA.11_1,Rye ,1
BRA.11_1,Sesame seed,1
BRA.11_1,Sorghum ,1
BRA.11_1,Soyabeans,1
BRA.11_1,"Spices, Other",0
BRA.11_1,Sugar beet,0
BRA.11_1,Sugar cane,1
BRA.11_1,Sunflower seed,1
BRA.11_1,Sweet potatoes,1
BRA.11_1,Tea,1
BRA.11_1,Tomatoes ,1
BRA.11_1,"Vegetables, other",1
BRA.11_1,Wheat ,1
BRA.11_1,Yams,1
BRA.12_1,Apples ,1
BRA.12_1,Bananas,1
BRA.12_1,Barley ,1
BRA.12_1,Beans,1
BRA.12_1,Bovine Meat,1
BRA.12_1,Cassava ,1
BRA.12_1,"Cereals, Other",1
BRA.12_1,"Citrus, Other",0
BRA.12_1,Cloves,0
BRA.12_1,Cocoa Beans ,1
BRA.12_1,Coconuts,1
BRA.12_1,Coffee ,1
BRA.12_1,Dates,0
BRA.12_1,"Fruits, other",1
BRA.12_1,Grapefruit ,1
BRA.12_1,Grapes,1
BRA.12_1,Groundnuts,1
BRA.12_1,"Lemons, Limes ",1
BRA.12_1,Maize ,1
BRA.12_1,Millet ,0
BRA.12_1,Mutton & Goat Meat,1
BRA.12_1,Nuts ,1
BRA.12_1,Oats,1
BRA.12_1,"Oilcrops, Other",1
BRA.12_1,Olives,1
BRA.12_1,Onions,1
BRA.12_1,"Oranges, Mandarines",1
BRA.12_1,Palm Oil,0
BRA.12_1,Peas,1
BRA.12_1,Pepper,1
BRA.12_1,Pigmeat,1
BRA.12_1,Pimento,0
BRA.12_1,Pineapples ,1
BRA.12_1,Plantains,1
BRA.12_1,Potatoes ,1
BRA.12_1,Poultry Meat,1
BRA.12_1,"Pulses, Other ",1
BRA.12_1,Rape and Mustardseed,1
BRA.12_1,Rice ,1
BRA.12_1,"Roots, Other",1
BRA.12_1,Rye ,1
BRA.12_1,Sesame seed,1
BRA.12_1,Sorghum ,1
BRA.12_1,Soyabeans,1
BRA.12_1,"Spices, Other",0
BRA.12_1,Sugar beet,0
BRA.12_1,Sugar cane,1
BRA.12_1,Sunflower seed,1
BRA.12_1,Sweet potatoes,1
BRA.12_1,Tea,1
BRA.12_1,Tomatoes ,1
BRA.12_1,"Vegetables, other",1
BRA.12_1,Wheat ,1
BRA.12_1,Yams,1
BRA.13_1,Apples ,1
BRA.13_1,Bananas,1
BRA.13_1,Barley ,1
BRA.13_1,Beans,1
BRA.13_1,Bovine Meat,1
BRA.13_1,Cassava ,1
BRA.13_1,"Cereals, Other",1
BRA.13_1,"Citrus, Other",0
BRA.13_1,Cloves,0
BRA.13_1,Cocoa Beans ,1
BRA.13_1,Coconuts,1
BRA.13_1,Coffee ,1
BRA.13_1,Dates,0
BRA.13_1,"Fruits, other",1
BRA.13_1,Grapefruit ,1
BRA.13_1,Grapes,1
BRA.13_1,Groundnuts,1
BRA.13_1,"Lemons, Limes ",1
BRA.13_1,Maize ,1
BRA.13_1,Millet ,0
BRA.13_1,Mutton & Goat Meat,1
BRA.13_1,Nuts ,1
BRA.13_1,Oats,0
BRA.13_1,"Oilcrops, Other",1
BRA.13_1,Olives,1
BRA.13_1,Onions,1
BRA.13_1,"Oranges, Mandarines",1
BRA.13_1,Palm Oil,1
BRA.13_1,Peas,1
BRA.13_1,Pepper,1
BRA.13_1,Pigmeat,1
BRA.13_1,Pimento,0
BRA.13_1,Pineapples ,1
BRA.13_1,Plantains,0
BRA.13_1,Potatoes ,1
BRA.13_1,Poultry Meat,1
BRA.13_1,"Pulses, Other ",1
BRA.13_1,Rape and Mustardseed,1
BRA.13_1,Rice ,1
BRA.13_1,"Roots, Other",0
BRA.13_1,Rye ,0
BRA.13_1,Sesame seed,1
BRA.13_1,Sorghum ,1
BRA.13_1,Soyabeans,1
BRA.13_1,"Spices, Other",0
BRA.13_1,Sugar beet,0
BRA.13_1,Sugar cane,1
BRA.13_1,Sunflower seed,1
BRA.13_1,Sweet potatoes,1
BRA.13_1,Tea,0
BRA.13_1,Tomatoes ,1
BRA.13_1,"Vegetables, other",1
BRA.13_1,Wheat ,1
BRA.13_1,Yams,1
