admin_id,commodity,grown
AFG.18_1,Grapes,1
AFG.18_1,Groundnuts,0
AFG.18_1,"Lemons, Limes ",0
AFG.18_1,Maize ,1
AFG.18_1,Millet ,1
AFG.18_1,Mutton & Goat Meat,1
AFG.18_1,Nuts ,1
AFG.18_1,Oats,0
AFG.18_1,"Oilcrops, Other",1
AFG.18_1,Olives,0
AFG.18_1,Onions,1
AFG.18_1,"Oranges, Mandarines",1
AFG.18_1,Palm Oil,0
AFG.18_1,Peas,0
AFG.18_1,Pepper,0
AFG.18_1,Pigmeat,0
AFG.18_1,Pimento,0
AFG.18_1,Pineapples ,0
AFG.18_1,Plantains,0
AFG.18_1,Potatoes ,1
AFG.18_1,Poultry Meat,1
AFG.18_1,"Pulses, Other ",1
AFG.18_1,Rape and Mustardseed,0
AFG.18_1,Rice ,1
AFG.18_1,"Roots, Other",0
AFG.18_1,Rye ,0
AFG.18_1,Sesame seed,1
AFG.18_1,Sorghum ,0
AFG.18_1,Soyabeans,0
AFG.18_1,"Spices, Other",0
AFG.18_1,Sugar beet,1
AFG.18_1,Sugar cane,1
AFG.18_1,Sunflower seed,0
AFG.18_1,Sweet potatoes,0
AFG.18_1,Tea,0
AFG.18_1,Tomatoes ,0
AFG.18_1,"Vegetables, other",1
AFG.18_1,Wheat ,1
AFG.18_1,Yams,0
AFG.19_1,Apples ,1
AFG.19_1,Bananas,0
AFG.19_1,Barley ,1
AFG.19_1,Beans,0
AFG.19_1,Bovine Meat,1
AFG.19_1,Cassava ,0
AFG.19_1,"Cereals, Other",0
AFG.19_1,"Citrus, Other",0
AFG.19_1,Cloves,0
AFG.19_1,Cocoa Beans ,0
AFG.19_1,Coconuts,0
AFG.19_1,Coffee ,0
AFG.19_1,Dates,0
AFG.19_1,"Fruits, other",1
AFG.19_1,Grapefruit ,0
AFG.19_1,Grapes,1
AFG.19_1,Groundnuts,0
AFG.19_1,"Lemons, Limes ",0
AFG.19_1,Maize ,1
AFG.19_1,Millet ,1
AFG.19_1,Mutton & Goat Meat,1
AFG.19_1,Nuts ,1
AFG.19_1,Oats,0
AFG.19_1,"Oilcrops, Other",0
AFG.19_1,Olives,0
AFG.19_1,Onions,1
AFG.19_1,"Oranges, Mandarines",1
AFG.19_1,Palm Oil,0
AFG.19_1,Peas,0
AFG.19_1,Pepper,0
AFG.19_1,Pigmeat,0
AFG.19_1,Pimento,0
AFG.19_1,Pineapples ,0
AFG.19_1,Plantains,0
AFG.19_1,Potatoes ,1
AFG.19_1,Poultry Meat,1
AFG.19_1,"Pulses, Other ",1
AFG.19_1,Rape and Mustardseed,0
AFG.19_1,Rice ,1
AFG.19_1,"Roots, Other",0
AFG.19_1,Rye ,0
AFG.19_1,Sesame seed,1
AFG.19_1,Sorghum ,0
AFG.19_1,Soyabeans,0
AFG.19_1,"Spices, Other",0
AFG.19_1,Sugar beet,0
AFG.19_1,Sugar cane,0
AFG.19_1,Sunflower seed,0
AFG.19_1,Sweet potatoes,0
AFG.19_1,Tea,0
AFG.19_1,Tomatoes ,0
AFG.19_1,"Vegetables, other",1
AFG.19_1,Wheat ,1
AFG.19_1,Yams,0
AFG.2_1,Apples ,0
AFG.2_1,Bananas,0
AFG.2_1,Barley ,1
AFG.2_1,Beans,0
AFG.2_1,Bovine Meat,1
AFG.2_1,Cassava ,0
AFG.2_1,"Cereals, Other",0
AFG.2_1,"Citrus, Other",0
AFG.2_1,Cloves,0
AFG.2_1,Cocoa Beans ,0
AFG.2_1,Coconuts,0
AFG.2_1,Coffee ,0
AFG.2_1,Dates,0
AFG.2_1,"Fruits, other",0
AFG.2_1,Grapefruit ,0
AFG.2_1,Grapes,0
AFG.2_1,Groundnuts,0
AFG.2_1,"Lemons, Limes ",0
AFG.2_1,Maize ,1
AFG.2_1,Millet ,1
AFG.2_1,Mutton & Goat Meat,1
AFG.2_1,Nuts ,0
AFG.2_1,Oats,0
AFG.2_1,"Oilcrops, Other",0
AFG.2_1,Olives,0
AFG.2_1,Onions,0
AFG.2_1,"Oranges, Mandarines",0
AFG.2_1,Palm Oil,0
AFG.2_1,Peas,0
AFG.2_1,Pepper,0
AFG.2_1,Pigmeat,0
AFG.2_1,Pimento,0
AFG.2_1,Pineapples ,0
AFG.2_1,Plantains,0
AFG.2_1,Potatoes ,1
AFG.2_1,Poultry Meat,1
AFG.2_1,"Pulses, Other ",1
AFG.2_1,Rape and Mustardseed,0
AFG.2_1,Rice ,1
AFG.2_1,"Roots, Other",0
AFG.2_1,Rye ,0
AFG.2_1,Sesame seed,0
AFG.2_1,Sorghum ,0
AFG.2_1,Soyabeans,0
AFG.2_1,"Spices, Other",0
AFG.2_1,Sugar beet,0
AFG.2_1,Sugar cane,0
AFG.2_1,Sunflower seed,0
AFG.2_1,Sweet potatoes,0
AFG.2_1,Tea,0
AFG.2_1,Tomatoes ,0
AFG.2_1,"Vegetables, other",0
AFG.2_1,Wheat ,1
AFG.2_1,Yams,0
AFG.20_1,Apples ,0
AFG.20_1,Bananas,0
AFG.20_1,Barley ,1
AFG.20_1,Beans,0
AFG.20_1,Bovine Meat,1
AFG.20_1,Cassava ,0
AFG.20_1,"Cereals, Other",0
AFG.20_1,"Citrus, Other",0
AFG.20_1,Cloves,0
AFG.20_1,Cocoa Beans ,0
AFG.20_1,Coconuts,0
AFG.20_1,Coffee ,0
AFG.20_1,Dates,0
AFG.20_1,"Fruits, other",0
AFG.20_1,Grapefruit ,0
AFG.20_1,Grapes,0
AFG.20_1,Groundnuts,0
AFG.20_1,"Lemons, Limes ",0
AFG.20_1,Maize ,1
AFG.20_1,Millet ,1
AFG.20_1,Mutton & Goat Meat,1
AFG.20_1,Nuts ,0
AFG.20_1,Oats,0
AFG.20_1,"Oilcrops, Other",0
AFG.20_1,Olives,0
AFG.20_1,Onions,0
AFG.20_1,"Oranges, Mandarines",0
AFG.20_1,Palm Oil,0
AFG.20_1,Peas,0
AFG.20_1,Pepper,0
AFG.20_1,Pigmeat,0
AFG.20_1,Pimento,0
AFG.20_1,Pineapples ,0
AFG.20_1,Plantains,0
AFG.20_1,Potatoes ,1
AFG.20_1,Poultry Meat,1
AFG.20_1,"Pulses, Other ",1
AFG.20_1,Rape and Mustardseed,0
AFG.20_1,Rice ,1
AFG.20_1,"Roots, Other",0
AFG.20_1,Rye ,0
AFG.20_1,Sesame seed,0
AFG.20_1,Sorghum ,0
AFG.20_1,Soyabeans,0
AFG.20_1,"Spices, Other",0
AFG.20_1,Sugar beet,0
AFG.20_1,Sugar cane,0
AFG.20_1,Sunflower seed,0
AFG.20_1,Sweet potatoes,0
AFG.20_1,Tea,0
AFG.20_1,Tomatoes ,0
AFG.20_1,"Vegetables, other",0
AFG.20_1,Wheat ,1
AFG.20_1,Yams,0
AFG.21_1,Apples ,0
AFG.21_1,Bananas,0
AFG.21_1,Barley ,1
AFG.21_1,Beans,0
AFG.21_1,Bovine Meat,1
AFG.21_1,Cassava ,0
AFG.21_1,"Cereals, Other",0
AFG.21_1,"Citrus, Other",0
AFG.21_1,Cloves,0
AFG.21_1,Cocoa Beans ,0
AFG.21_1,Coconuts,0
AFG.21_1,Coffee ,0
AFG.21_1,Dates,0
AFG.21_1,"Fruits, other",0
AFG.21_1,Grapefruit ,0
AFG.21_1,Grapes,0
AFG.21_1,Groundnuts,0
AFG.21_1,"Lemons, Limes ",0
AFG.21_1,Maize ,1
AFG.21_1,Millet ,1
AFG.21_1,Mutton & Goat Meat,1
AFG.21_1,Nuts ,0
AFG.21_1,Oats,0
AFG.21_1,"Oilcrops, Other",0
AFG.21_1,Olives,0
AFG.21_1,Onions,0
AFG.21_1,"Oranges, Mandarines",0
AFG.21_1,Palm Oil,0
AFG.21_1,Peas,0
AFG.21_1,Pepper,0
AFG.21_1,Pigmeat,0
AFG.21_1,Pimento,0
AFG.21_1,Pineapples ,0
AFG.21_1,Plantains,0
AFG.21_1,Potatoes ,1
AFG.21_1,Poultry Meat,1
AFG.21_1,"Pulses, Other ",1
AFG.21_1,Rape and Mustardseed,0
AFG.21_1,Rice ,1
AFG.21_1,"Roots, Other",0
AFG.21_1,Rye ,0
AFG.21_1,Sesame seed,0
AFG.21_1,Sorghum ,0
AFG.21_1,Soyabeans,0
AFG.21_1,"Spices, Other",0
AFG.21_1,Sugar beet,0
AFG.21_1,Sugar cane,0
AFG.21_1,Sunflower seed,0
AFG.21_1,Sweet potatoes,0
AFG.21_1,Tea,0
AFG.21_1,Tomatoes ,0
AFG.21_1,"Vegetables, other",0
AFG.21_1,Wheat ,1
AFG.21_1,Yams,0
AFG.22_1,Apples ,1
AFG.22_1,Bananas,0
AFG.22_1,Barley ,1
AFG.22_1,Beans,0
AFG.22_1,Bovine Meat,1
AFG.22_1,Cassava ,0
AFG.22_1,"Cereals, Other",0
AFG.22_1,"Citrus, Other",0
AFG.22_1,Cloves,0
AFG.22_1,Cocoa Beans ,0
AFG.22_1,Coconuts,0
AFG.22_1,Coffee ,0
AFG.22_1,Dates,0
AFG.22_1,"Fruits, other",1
AFG.22_1,Grapefruit ,0
AFG.22_1,Grapes,1
AFG.22_1,Groundnuts,0
AFG.22_1,"Lemons, Limes ",0
AFG.22_1,Maize ,1
AFG.22_1,Millet ,1
AFG.22_1,Mutton & Goat Meat,1
AFG.22_1,Nuts ,1
AFG.22_1,Oats,0
AFG.22_1,"Oilcrops, Other",1
AFG.22_1,Olives,0
AFG.22_1,Onions,1
AFG.22_1,"Oranges, Mandarines",1
AFG.22_1,Palm Oil,0
AFG.22_1,Peas,0
AFG.22_1,Pepper,0
AFG.22_1,Pigmeat,0
AFG.22_1,Pimento,0
AFG.22_1,Pineapples ,0
AFG.22_1,Plantains,0
AFG.22_1,Potatoes ,1
AFG.22_1,Poultry Meat,1
AFG.22_1,"Pulses, Other ",1
AFG.22_1,Rape and Mustardseed,0
AFG.22_1,Rice ,1
AFG.22_1,"Roots, Other",0
AFG.22_1,Rye ,0
AFG.22_1,Sesame seed,1
AFG.22_1,Sorghum ,0
AFG.22_1,Soyabeans,0
AFG.22_1,"Spices, Other",0
AFG.22_1,Sugar beet,1
AFG.22_1,Sugar cane,0
AFG.22_1,Sunflower seed,0
AFG.22_1,Sweet potatoes,0
AFG.22_1,Tea,0
AFG.22_1,Tomatoes ,0
AFG.22_1,"Vegetables, other",1
AFG.22_1,Wheat ,1
AFG.22_1,Yams,0
AFG.23_1,Apples ,1
AFG.23_1,Bananas,0
AFG.23_1,Barley ,1
AFG.23_1,Beans,0
AFG.23_1,Bovine Meat,1
AFG.23_1,Cassava ,0
AFG.23_1,"Cereals, Other",0
AFG.23_1,"Citrus, Other",1
AFG.23_1,Cloves,0
AFG.23_1,Cocoa Beans ,0
AFG.23_1,Coconuts,0
AFG.23_1,Coffee ,0
AFG.23_1,Dates,0
AFG.23_1,"Fruits, other",1
AFG.23_1,Grapefruit ,0
AFG.23_1,Grapes,1
AFG.23_1,Groundnuts,0
AFG.23_1,"Lemons, Limes ",0
