crop_id,intercrop,season,sos_actual,yield_acre,yield_kg_ha,yield_kg_ha_sqrt,num_imgs,gcvi_max,ndvi_max,evi_max,ndre1_max,ndwi_max,elevation,slope,aspect,aez,longitude,latitude,season_ab,lst_avg_mean,precip_sum
oaf_55415,1.0,2023_Season_A,20220901,2255.6489,5573.7084319000005,74.6572731346384,17.0,3.822742462158203,0.715645432472229,0.5014112591743469,0.5261178612709045,-0.3705882132053375,1433.0,5.547544956207275,-0.0,10.0,30.314682006835938,-1.439595103263855,1.0,23.94819450378418,485.26922607421875
oaf_55423,1.0,2023_Season_A,20220901,2130.4521484375,5264.3471391,72.55582084919169,17.0,3.1171326637268066,0.6291940212249756,0.3685174286365509,0.4233907461166382,-0.34298548102378845,1429.0,3.8185503482818604,345.9595031738281,10.0,30.311538696289062,-1.439415454864502,1.0,23.94819450378418,485.26922607421875
oaf_49726,1.0,2023_Season_A,20220901,1761.8695068359375,4353.579534500001,65.98166059216759,10.0,3.3745455741882324,0.6115204691886902,0.3771955668926239,0.43171676993370056,-0.3764553666114807,1422.0,11.89405632019043,67.40095520019531,8.0,29.876394271850586,-2.5922234058380127,1.0,25.328413009643555,680.5146484375
oaf_55355,1.0,2023_Season_A,20220901,1730.11865234375,4275.1233077,65.38442710386013,19.0,3.2300140857696533,0.6535087823867798,0.44894734025001526,0.49817806482315063,-0.4150717556476593,1477.0,8.48951530456543,139.3897247314453,10.0,30.325641632080078,-1.443098545074463,1.0,24.353042602539062,485.26922607421875
oaf_50065,1.0,2023_Season_A,20220901,1713.060302734375,4232.972001300001,65.06129418709715,14.0,7.114558219909668,0.8483283519744873,0.614452064037323,0.6460905075073242,-0.34068626165390015,1659.0,12.683512687683105,239.7687530517578,7.0,29.749103546142578,-2.575424909591675,1.0,24.264705657958984,680.0735473632812
oaf_59169,1.0,2023_Season_A,20220901,605.7452400000001,1496.7964880400002,38.688454195534874,11.0,4.139116287231445,0.7527211904525757,0.5055105686187744,0.4256526827812195,-0.18776245415210724,1479.0,14.197508811950684,50.21925735473633,2.0,28.930288314819336,-2.4050145149230957,1.0,22.139999389648438,843.68994140625
oaf_54954,0.0,2023_Season_A,20220901,707.5335693359375,1748.3154514700002,41.81286227310922,7.0,4.868312835693359,0.7830572128295898,0.5590232610702515,0.4444163143634796,-0.5482233762741089,2352.0,16.27604103088379,86.82167053222656,5.0,29.51320457458496,-1.7605632543563843,1.0,14.860322952270508,646.5029907226562
oaf_47558,0.0,2023_Season_A,20220901,1708.128662109375,4220.7860177,64.96757666482567,16.0,4.384615421295166,0.7068645358085632,0.5566434860229492,0.45168536901474,-0.35840871930122375,2020.0,24.605562210083008,225.01174926757812,7.0,29.740659713745117,-1.6404584646224976,1.0,19.59000015258789,680.1359252929688
oaf_56763,0.0,2023_Season_A,20220901,811.9699700000001,2006.3777958700002,44.79260871918491,7.0,3.9448440074920654,0.758635401725769,0.45545586943626404,0.4909617006778717,-0.4236140549182892,1878.0,12.716216087341309,111.01919555664062,2.0,29.012483596801758,-2.5029308795928955,1.0,22.469318389892578,852.5291137695312
oaf_48650,1.0,2023_Season_A,20220901,1911.7236328125,4723.8690156,68.73040823100064,8.0,4.6418538093566895,0.7753846049308777,0.7597512602806091,0.5740835666656494,-0.4134676158428192,1450.0,7.43630838394165,330.2460632324219,10.0,30.240032196044922,-1.5517947673797607,1.0,22.709047317504883,507.30950927734375
oaf_55776,1.0,2023_Season_A,20220901,932.4057006835938,2303.9744847,47.99973421488915,9.0,5.152284145355225,0.8553386926651001,0.8070923089981079,0.617347776889801,-0.4960974156856537,1379.0,3.705902099609375,270.0,10.0,30.286026000976562,-1.4043811559677124,1.0,23.239717483520508,489.64581298828125
oaf_49356,0.0,2023_Season_A,20220901,1634.35107421875,4038.4815681000005,63.54904852238152,5.0,3.412806749343872,0.6832271814346313,0.6113221645355225,0.48159223794937134,-0.4063532054424286,2149.0,17.275943756103516,321.32916259765625,6.0,30.015811920166016,-1.6084784269332886,1.0,17.420351028442383,584.2642211914062
oaf_55633,1.0,2023_Season_A,20220901,157.45907592773438,389.08138668000004,19.725146049649418,24.0,4.269230365753174,0.7184070348739624,0.483877569437027,0.4850948452949524,-0.3266807198524475,1444.0,6.198503494262695,116.56044006347656,10.0,30.40855598449707,-1.1489003896713257,1.0,23.782424926757812,462.53759765625
oaf_56664,0.0,2023_Season_A,20220901,1388.8962000000001,3431.9625102000005,58.58295409246618,3.0,6.053435325622559,0.8472611308097839,0.7494518160820007,0.6775599122047424,-0.5858407020568848,1876.0,25.1568603515625,46.42036819458008,5.0,29.250627517700195,-2.306379556655884,1.0,19.037750244140625,804.2015380859375
oaf_47626,0.0,2023_Season_A,20220901,1857.531005859375,4589.959101,67.74923690345155,6.0,5.291187286376953,0.760857880115509,0.5249079465866089,0.5288640260696411,-0.5463283658027649,1857.0,31.00223731994629,104.0310287475586,7.0,29.682178497314453,-1.5935664176940918,1.0,21.312679290771484,670.13720703125
oaf_52039,0.0,2023_Season_A,20220901,1610.8475341796875,3980.4041725,63.09044438344051,18.0,5.575667381286621,0.8208709955215454,0.7428613901138306,0.6491162776947021,-0.4029085040092468,1481.0,2.073363780975342,26.583633422851562,9.0,30.49982452392578,-2.3066489696502686,1.0,22.11965560913086,545.779541015625
oaf_49843,1.0,2023_Season_A,20220901,1617.2993000000001,3996.3465703000006,63.21666370744347,20.0,4.991379261016846,0.7097170948982239,0.44152024388313293,0.5075922012329102,-0.3624200224876404,1651.0,7.210397243499756,309.774169921875,7.0,29.76554298400879,-2.7043333053588867,1.0,25.231538772583008,706.3058471679688
oaf_59302,1.0,2023_Season_A,20220901,872.6154200000001,2156.23270282,46.43525280236989,19.0,1.9153095483779907,0.5279555916786194,0.4621362090110779,0.4345822334289551,-0.19999998807907104,1478.0,5.395715713500977,120.94109344482422,2.0,28.88627052307129,-2.4261250495910645,1.0,20.55900001525879,883.7844848632812
oaf_47448,0.0,2023_Season_A,20220901,670.8617553710938,1657.69940896,40.714854893024,7.0,3.963855504989624,0.7569296360015869,0.7272235751152039,0.5091751217842102,-0.449991911649704,2109.0,30.583112716674805,279.45904541015625,6.0,29.85869789123535,-1.5201740264892578,1.0,15.881186485290527,645.3771362304688
oaf_55612,0.0,2023_Season_A,20220901,1785.1689000000001,4411.1523519,66.41650662222457,18.0,4.771428108215332,0.8172617554664612,0.58986896276474,0.5401477217674255,-0.30526313185691833,1360.0,7.436014175415039,29.74992561340332,10.0,30.35492706298828,-1.1584224700927734,1.0,22.463134765625,483.5448303222656
oaf_50336,0.0,2023_Season_A,20220901,1610.666748046875,3979.9574157,63.086903678180306,19.0,5.285714149475098,0.7464167475700378,0.4818381369113922,0.39713338017463684,-0.4447471797466278,1606.0,9.38230037689209,101.29966735839844,7.0,29.770214080810547,-2.4736459255218506,1.0,24.49711799621582,663.0836791992188
oaf_54721,0.0,2023_Season_A,20220901,2405.99365234375,5945.2104327,77.10519069881093,6.0,4.735848903656006,0.7674418687820435,0.521625816822052,0.5206321477890015,-0.3188946843147278,2216.0,18.134714126586914,98.52699279785156,5.0,29.602588653564453,-1.7164559364318848,1.0,18.013675689697266,662.4365844726562
oaf_49944,1.0,2023_Season_A,20220901,1624.2740000000001,4013.581054,63.35282988154515,22.0,4.2873759269714355,0.7861952781677246,0.5323352813720703,0.5071023106575012,-0.3034220337867737,1622.0,3.8225114345550537,255.97891235351562,8.0,29.87953758239746,-2.7166402339935303,1.0,24.707693099975586,725.7964477539062
oaf_55915,1.0,2023_Season_A,20220901,1358.7449000000001,3357.4586479000004,57.943581593650215,3.0,0.8541146516799927,0.28466522693634033,0.3109406530857086,0.3138943910598755,-0.13070178031921387,2099.0,5.393524646759033,210.9877166748047,5.0,29.529644012451172,-2.4937682151794434,1.0,18.604642868041992,766.10693359375
oaf_56777,1.0,2023_Season_A,20220901,2660.85302734375,6574.967763000001,81.0861749190329,7.0,4.967667579650879,0.801952600479126,0.48597389459609985,0.5258277654647827,-0.40328696370124817,1885.0,9.198249816894531,36.8961181640625,2.0,29.012304306030273,-2.50140380859375,1.0,22.469318389892578,852.5291137695312
oaf_59792,0.0,2023_Season_A,20220901,2233.8889,5519.9394719,74.29629514249011,3.0,4.303674697875977,0.7904015779495239,0.48447129130363464,0.5452240109443665,-0.406486451625824,2041.0,9.374256134033203,348.6834411621094,5.0,29.438465118408203,-1.9867589473724365,1.0,16.491579055786133,662.3709106445312
oaf_55704,0.0,2023_Season_A,20220901,1748.2608642578125,4319.9526839,65.72634695386623,9.0,2.766423463821411,0.6325709819793701,0.5718375444412231,0.5165319442749023,-0.3515055477619171,1383.0,4.983402729034424,111.79537200927734,10.0,30.28557777404785,-1.4162389039993286,1.0,23.193801879882812,489.64581298828125
oaf_48898,0.0,2023_Season_A,20220901,2134.032958984375,5273.195543,72.61677177484552,8.0,5.305882453918457,0.8500986099243164,0.6899385452270508,0.6006826162338257,-0.4853515326976776,1844.0,5.6262431144714355,260.542236328125,9.0,30.216495513916016,-1.7932618856430054,1.0,21.49596405029297,482.2079772949219
oaf_53924,1.0,2023_Season_A,20220901,435.13079833984375,1075.2082068000002,32.79036759171815,18.0,4.0,0.7509986758232117,0.4595169425010681,0.4331550598144531,-0.430463582277298,1404.0,0.9281483292579651,270.0,8.0,30.376667022705078,-2.2858080863952637,1.0,21.70186424255371,521.3068237304688
oaf_56368,0.0,2023_Season_A,20220901,3241.233642578125,8009.0882256,89.49350940487248,6.0,1.9500000476837158,0.544609010219574,0.3267068862915039,0.36690646409988403,-0.4028605818748474,2107.0,9.593377113342285,343.285888671875,5.0,29.47592544555664,-2.4864020347595215,1.0,16.545637130737305,818.9578247070312
oaf_49108,0.0,2023_Season_A,20220901,1826.4483642578125,4513.1539964,67.1800118815113,4.0,3.0611917972564697,0.6548556685447693,0.3707831799983978,0.40423163771629333,-0.3821721374988556,2055.0,12.805782318115234,94.08391571044922,6.0,30.093965530395508,-1.6553704738616943,1.0,19.43425941467285,557.4315795898438
oaf_48458,0.0,2023_Season_A,20220901,2142.6951,5294.5995921,72.76399928604805,4.0,3.1542556285858154,0.7164835333824158,0.6334125399589539,0.44239088892936707,-0.5216400623321533,1849.0,7.438965797424316,82.87821960449219,9.0,30.28521728515625,-1.7354103326797485,1.0,21.53823471069336,510.0086669921875
oaf_58995,1.0,2023_Season_A,20220901,195.4990997314453,483.07827610000004,21.979041746627626,9.0,4.97560977935791,0.772885262966156,0.7651470303535461,0.5324472188949585,-0.5291171073913574,1591.0,27.404376983642578,38.685516357421875,2.0,28.918609619140625,-2.4568474292755127,1.0,22.59140396118164,886.21044921875
oaf_60032,1.0,2023_Season_A,20220901,1024.0189208984375,2530.3507019000003,50.30259140342573,9.0,4.526411533355713,0.7431772351264954,0.47213199734687805,0.4234107434749603,-0.3315543830394745,1499.0,10.258793830871582,349.6896057128906,9.0,30.28476905822754,-1.8988139629364014,1.0,23.034576416015625,492.89990234375
oaf_59848,0.0,2023_Season_A,20220901,500.25858000000005,1236.1389511800003,35.15876777106957,2.0,3.586466073989868,0.7689704895019531,0.3531945049762726,0.414219468832016,-0.4712153673171997,1915.0,18.050579071044922,296.55419921875,5.0,29.32887077331543,-1.7624496221542358,1.0,17.216800689697266,654.1881713867188
oaf_46819,1.0,2023_Season_A,20220901,535.8839700000001,1324.1692898700003,36.38913697616365,11.0,4.246987819671631,0.7324714064598083,0.508474588394165,0.4614250659942627,-0.3145751357078552,1444.0,2.0733656883239746,26.583736419677734,8.0,30.109237670898438,-2.3129372596740723,1.0,25.55233383178711,497.8019714355469
oaf_58385,0.0,2023_Season_A,20220901,1787.5402000000001,4417.0118342000005,66.4606036250048,11.0,3.771005153656006,0.637083113193512,0.4283507168292999,0.5045254826545715,-0.4077627658843994,1698.0,9.934005737304688,213.71070861816406,7.0,29.791324615478516,-2.2636196613311768,1.0,23.61775779724121,577.770263671875
oaf_53530,0.0,2023_Season_A,20220901,1431.2819000000002,3536.6975749000007,59.470140195731844,8.0,5.261168003082275,0.8220000267028809,0.6255707740783691,0.5317360162734985,-0.43338146805763245,1836.0,1.8543341159820557,-0.0,4.0,29.69403648376465,-1.4922363758087158,1.0,20.350276947021484,707.308349609375
oaf_46604,1.0,2023_Season_A,20220901,420.87759000000005,1039.9885248900002,32.24885307867553,10.0,4.544093132019043,0.742222249507904,0.4996480345726013,0.4921630322933197,-0.3682393431663513,1400.0,4.722103118896484,101.30138397216797,8.0,30.083904266357422,-2.25661301612854,1.0,25.55666732788086,494.6822509765625
oaf_54555,0.0,2023_Season_A,20220901,1036.140380859375,2560.3029284,50.5994360482407,16.0,4.060329437255859,0.7518987655639648,0.44821733236312866,0.4954078793525696,-0.3657641112804413,1705.0,9.93525218963623,236.32398986816406,7.0,29.630704879760742,-1.8687204122543335,1.0,21.466392517089844,632.5709838867188
oaf_51994,1.0,2023_Season_A,20220901,388.50241000000005,959.9894551100002,30.983696601761388,16.0,3.5375816822052,0.709538459777832,0.4826531708240509,0.42931321263313293,-0.32788944244384766,1421.0,9.19847297668457,306.8540954589844,9.0,30.62271499633789,-1.9426517486572266,1.0,22.44499969482422,493.8795166015625
oaf_55253,1.0,2023_Season_A,20220901,2110.2605000000003,5214.453695500001,72.21117431187504,17.0,3.677215337753296,0.7357603907585144,0.4938514828681946,0.5131814479827881,-0.30967292189598083,1405.0,7.6034836769104,345.95928955078125,10.0,30.4177188873291,-1.473461627960205,1.0,23.64098358154297,494.594482421875
oaf_53013,1.0,2023_Season_A,20220901,1047.5042724609375,2588.3831253000003,50.87615478099736,16.0,2.4361112117767334,0.52984619140625,0.3071161210536957,0.37461987137794495,-0.38429099321365356,1554.0,7.875019550323486,339.4342956542969,7.0,29.67588996887207,-1.8334165811538696,1.0,21.862321853637695,630.0939331054688
oaf_49896,1.0,2023_Season_A,20220901,2584.2832000000003,6385.763787200001,79.91097413497099,20.0,3.683012008666992,0.6812323331832886,0.4041888117790222,0.4692307412624359,-0.3958573043346405,1566.0,11.035667419433594,138.33346557617188,8.0,29.83165740966797,-2.7585017681121826,1.0,24.318077087402344,748.253173828125
oaf_56954,1.0,2023_Season_A,20220901,513.6973300000001,1269.3461024300002,35.62788377703621,9.0,3.2783172130584717,0.6792632341384888,0.4400281012058258,0.4424440860748291,-0.44456177949905396,1430.0,8.339473724365234,6.34510612487793,7.0,29.92867660522461,-2.264338493347168,1.0,25.368358612060547,538.145751953125
oaf_51244,0.0,2023_Season_A,20220901,1392.05029296875,3439.7562913,58.64943555823875,5.0,5.935849189758301,0.8361638188362122,0.6496951580047607,0.5800558924674988,-0.41044285893440247,2267.0,10.460171699523926,37.895381927490234,5.0,29.36606216430664,-2.1958868503570557,1.0,16.089309692382812,724.0978393554688
oaf_52019,0.0,2023_Season_A,20220901,1640.7621000000001,4054.3231491000006,63.673567114619864,27.0,4.589552402496338,0.7227084636688232,0.5815634727478027,0.5036386847496033,-0.27453911304473877,1483.0,4.1433329582214355,63.453617095947266,9.0,30.50368881225586,-2.312488079071045,1.0,21.822546005249023,575.2496948242188
oaf_51561,0.0,2023_Season_A,20220901,2025.932861328125,5006.0801959,70.75365853367585,23.0,4.128630638122559,0.7024793028831482,0.3788526654243469,0.47538048028945923,-0.19362185895442963,1581.0,0.9274099469184875,-0.0,9.0,30.493087768554688,-1.8826442956924438,1.0,22.18450927734375,434.41534423828125
oaf_59510,1.0,2023_Season_A,20220901,1999.33056640625,4940.3459126,70.28759430084372,8.0,4.109889984130859,0.7530864477157593,0.41996997594833374,0.4471896290779114,-0.46924179792404175,1673.0,2.933270215988159,288.4164123535156,2.0,28.94061851501465,-2.6619327068328857,1.0,24.87176513671875,806.8465576171875
oaf_52075,0.0,2023_Season_A,20220901,1982.7904052734375,4899.475078400001,69.99625045957819,20.0,4.7931036949157715,0.7624189853668213,0.5429036617279053,0.5554323792457581,-0.3802047669887543,1341.0,13.059109687805176,282.08514404296875,9.0,30.560821533203125,-2.3179678916931152,1.0,20.86921501159668,564.1431884765625
oaf_47693,0.0,2023_Season_A,20220901,2375.5759000000003,5870.048048900001,76.61623880679605,11.0,5.62786865234375,0.8224025368690491,0.631649374961853,0.5685741901397705,-0.3827160596847534,2297.0,11.921236991882324,237.5387420654297,6.0,29.769044876098633,-1.5847629308700562,1.0,16.851802825927734,656.0107421875
oaf_56890,0.0,2023_Season_A,20220901,641.02899,1583.98263429,39.79927931872636,3.0,3.6775405406951904,0.7531154751777649,0.6037472486495972,0.5169888138771057,-0.5269607901573181,1708.0,3.818683624267578,14.048518180847168,5.0,29.198434829711914,-2.4442710876464844,1.0,18.396785736083984,892.8042602539062
oaf_60201,0.0,2023_Season_A,20220901,899.2441400000001,2222.0322699400003,47.138437287843985,18.0,3.8024909496307373,0.6900438070297241,0.4398294687271118,0.4542025625705719,-0.3601725399494171,1421.0,4.142649173736572,116.5511245727539,9.0,30.35555648803711,-1.9976285696029663,1.0,23.095714569091797,439.2641296386719
oaf_52896,0.0,2023_Season_A,20220901,652.549560546875,1612.44996276,40.15532296919052,12.0,2.7452056407928467,0.5017852187156677,0.3393633961677551,0.3762899935245514,-0.27521368861198425,1811.0,11.072859764099121,114.43028259277344,7.0,29.77102279663086,-2.0393104553222656,1.0,22.555370330810547,622.272216796875
oaf_48298,1.0,2023_Season_A,20220901,1633.266845703125,4035.8022628000003,63.527964415680756,7.0,4.192028999328613,0.7417198419570923,0.6169441342353821,0.49898168444633484,-0.6086176037788391,1515.0,8.23913288116455,153.42575073242188,9.0,30.253507614135742,-1.6226718425750732,1.0,21.80492401123047,498.2433776855469
oaf_47956,0.0,2023_Season_A,20220901,2427.492431640625,5998.333720400001,77.44891038872014,4.0,4.846153736114502,0.8233369588851929,0.554820716381073,0.5046119093894958,-0.557884931564331,1794.0,16.339794158935547,173.6571044921875,7.0,29.862829208374023,-1.681331753730774,1.0,20.015892028808594,629.6136474609375
oaf_55304,1.0,2023_Season_A,20220901,1471.6779000000001,3636.5160909000006,60.30353298854057,18.0,3.9766666889190674,0.7544065713882446,0.5438840389251709,0.4801923334598541,-0.4468376338481903,1349.0,3.9294207096099854,314.99151611328125,10.0,30.389511108398438,-1.3936913013458252,1.0,23.413787841796875,467.862060546875
oaf_55700,0.0,2023_Season_A,20220901,2459.22021484375,6076.7331142,77.95340348054086,8.0,4.929427623748779,0.8050263524055481,0.7134133577346802,0.6175081729888916,-0.42826855182647705,1386.0,6.723133563995361,74.05927276611328,10.0,30.291236877441406,-1.422796607017517,1.0,23.384428024291992,489.64581298828125
oaf_54205,1.0,2023_Season_A,20220901,1603.4651000000001,3962.1622621000006,62.94570884579822,20.0,3.659670114517212,0.7281067371368408,0.5913339257240295,0.49269717931747437,-0.3990950286388397,1569.0,5.395086765289307,300.94512939453125,9.0,30.584985733032227,-2.1999292373657227,1.0,23.67948341369629,531.5316772460938
oaf_56718,1.0,2023_Season_A,20220901,2029.9252000000001,5015.9451692,70.8233377439951,8.0,3.3230767250061035,0.7435367107391357,0.5341554880142212,0.47056257724761963,-0.42239052057266235,1738.0,13.689845085144043,93.81046295166016,2.0,29.024612426757812,-2.4979004859924316,1.0,21.74822235107422,887.0406494140625
oaf_50829,0.0,2023_Season_A,20220901,1762.2061,4354.4112731000005,65.98796309252165,9.0,5.045009613037109,0.8006411790847778,0.5576131343841553,0.6025940179824829,-0.3019768297672272,1359.0,4.141185760498047,26.58014678955078,8.0,29.977275848388672,-2.079105854034424,1.0,24.715614318847656,515.4478149414062
oaf_55292,1.0,2023_Season_A,20220901,1992.7057000000002,4923.975784700001,70.17104662679616,18.0,2.7444446086883545,0.6394040584564209,0.4290311336517334,0.42344245314598083,-0.3545757532119751,1354.0,7.206568241119385,320.18609619140625,10.0,30.39031982421875,-1.3931522369384766,1.0,23.413787841796875,467.862060546875
oaf_54281,0.0,2023_Season_A,20220901,805.3173200000001,1989.9390977200003,44.60873342429709,21.0,4.79148006439209,0.7191348075866699,0.47152507305145264,0.5220978260040283,-0.3607800602912903,1720.0,5.919328212738037,141.3204345703125,9.0,30.615707397460938,-2.1534862518310547,1.0,23.13632583618164,518.1788940429688
oaf_46764,1.0,2023_Season_A,20220901,525.8876300000001,1299.4683337300003,36.0481391160487,12.0,1.6506023406982422,0.35977810621261597,0.21798540651798248,0.26830533146858215,-0.23468832671642303,1357.0,8.493513107299805,102.5210189819336,8.0,30.16403579711914,-2.053234338760376,1.0,25.288654327392578,462.30145263671875
oaf_52493,1.0,2023_Season_A,20220901,1064.3543701171875,2630.0197224,51.28371790734365,16.0,4.285714626312256,0.7451112866401672,0.43776246905326843,0.497470498085022,-0.4161490797996521,1552.0,5.395148754119873,239.05528259277344,9.0,30.588579177856445,-2.2233753204345703,1.0,23.77420997619629,559.6884765625
oaf_60259,1.0,2023_Season_A,20220901,922.57019,2279.6709394900004,47.74589971390214,21.0,3.4138576984405518,0.6864931583404541,0.4501137435436249,0.46740028262138367,-0.2666666805744171,1432.0,7.031656265258789,246.81396484375,9.0,30.40604019165039,-1.992957353591919,1.0,24.233928680419922,462.595947265625
oaf_53766,0.0,2023_Season_A,20220901,1306.3392000000001,3227.9641632000003,56.81517546571514,4.0,5.660869598388672,0.8270721435546875,0.5103392601013184,0.5365239381790161,-0.616507887840271,1586.0,2.9314277172088623,108.42841339111328,4.0,29.64085578918457,-1.5802713632583618,1.0,22.671403884887695,671.7700805664062
oaf_48143,0.0,2023_Season_A,20220901,432.83734000000004,1069.5410671400002,32.70383872177699,7.0,4.687499523162842,0.801980197429657,1.0264320373535156,0.5469613075256348,-0.351796418428421,1544.0,6.532482147216797,261.87310791015625,9.0,30.225210189819336,-1.6243785619735718,1.0,21.30476951599121,512.3768310546875
oaf_51537,0.0,2023_Season_A,20220901,2386.062255859375,5895.9599433,76.78515444602557,25.0,4.580086708068848,0.7158034443855286,0.4048217833042145,0.5139681696891785,-0.27015557885169983,1580.0,4.721053123474121,281.303955078125,9.0,30.49102210998535,-1.888932466506958,1.0,22.156110763549805,434.41534423828125
oaf_56017,1.0,2023_Season_A,20220901,1483.7259521484375,3666.2869460000006,60.54987156055742,8.0,3.510385513305664,0.7021276354789734,0.47602513432502747,0.480759859085083,-0.46519336104393005,1645.0,10.460442543029785,322.1026611328125,7.0,29.55767250061035,-2.298654079437256,1.0,22.128889083862305,629.4822998046875
